timestamp,rack_load_kw,outside_temp_c,humidity_pct,inlet_temp_c,water_available_l,required_cooling_kw,water_used_l
2025-11-24 16:14:22.696704,135.70760895511665,36.17184319814582,75.1013850914986,25.66267299783383,2801.4481997468088,111.06009666084408,166.59014499126613
2025-11-24 16:19:22.696704,46.84154648205532,31.659766695370067,57.04983895585707,21.205615198356224,1519.1900032184587,37.47323718564426,149.89294874257703
2025-11-24 16:24:22.696704,153.14213005331578,20.394074748589897,57.17221699725269,23.20450015185061,3287.8609398309195,122.51370404265263,183.77055606397897
2025-11-24 16:29:22.696704,233.49781063170238,36.489146526449204,39.793639731377844,29.637741730557938,4545.0656704895755,195.25486110119883,292.8822916517982
2025-11-24 16:34:22.696704,100.51294807175259,29.779172026643025,66.50980476687255,22.97635232819871,4437.101563125592,80.41035845740208,120.61553768610311
2025-11-24 16:39:22.696704,205.2319732000003,28.86127673018914,40.45837834715214,26.981534274037838,3787.1031322037065,168.657879971057,252.98681995658552
2025-11-24 16:44:22.696704,54.69908232862011,42.20294199543481,61.48820525430766,23.628551692231767,3804.9385259659985,43.759265862896086,175.03706345158434
2025-11-24 16:49:22.696704,103.61463257848854,28.24333859674052,63.379143203362545,22.793253022487647,2818.7773350790953,82.89170606279083,124.33755909418623
2025-11-24 16:54:22.696704,171.47775705175405,25.917654636512,53.714933256914556,25.04264120937256,2343.3954388323527,138.74616745546209,208.11925118319311
2025-11-24 16:59:22.696704,184.0735008751693,31.397565770691216,71.44833567332327,26.642453189145016,3544.771125334466,151.22248048385296,226.83372072577941
2025-11-24 17:04:22.696704,222.6440588102443,29.16562917658779,79.55262820307112,27.73888818772733,2039.8501529456355,183.72357932978645,275.5853689946797
2025-11-24 17:09:22.696704,133.728402098326,43.41561068290096,30.59083570065598,27.03225822051323,2737.3418392466683,111.53110900943065,167.29666351414596
2025-11-24 17:14:22.696704,200.98772821874934,21.292869172746254,52.1959320400958,25.298082963299223,4889.806421421399,162.7373070199483,244.10596052992244
2025-11-24 17:19:22.696704,151.62747514633656,32.03979578548874,76.07678919391105,25.47305816295121,2433.166939562788,123.51156736149608,185.26735104224412
2025-11-24 17:24:22.696704,210.15062144056432,36.941547407076655,32.035489885254165,28.794334339037903,4697.310944819388,175.31199866100832,262.9679979915125
2025-11-24 17:29:22.696704,132.31676286865573,35.76071116219738,67.88827429848678,25.444812747185704,1738.9506124161474,108.02062941570314,162.0309441235547
2025-11-24 17:34:22.696704,73.08682854871986,26.784580053429917,53.15683814226366,21.280389152634775,2718.590050850796,58.46946283897589,233.8778513559036
2025-11-24 17:39:22.696704,224.75116466068454,24.934430943569502,36.526007742884886,26.976932775141282,1457.5111288363632,184.26633089125957,276.39949633688934
2025-11-24 17:44:22.696704,36.19584377678066,23.118802168655964,68.74607994043504,19.071594184802418,1492.9034608861175,30.0,120.0
2025-11-24 17:49:22.696704,230.7635222028321,43.65398010311813,50.891112547740036,30.961336908736907,3526.1129359203023,195.05282312537105,292.57923468805654
2025-11-24 17:54:22.696704,28.86148743056284,34.28191973186025,48.911661119990484,21.010843443594563,2075.6181807922094,30.0,120.0
2025-11-24 17:59:22.696704,133.79471394014897,35.19979145447089,49.707047320172265,25.391746848500134,3078.3060875251517,109.12339142486938,163.68508713730407
2025-11-24 18:04:22.696704,64.97844502929166,30.45815178965408,64.41416867804111,21.690768159102483,1315.7159772867176,51.98275602343333,207.93102409373333
2025-11-24 18:09:22.696704,26.931294039431908,41.93085017824484,77.14902622652936,22.463421797226246,1388.322570102592,30.0,120.0
2025-11-24 18:14:22.696704,41.69770504227658,20.61869720056977,56.7657878881902,18.791647641805017,4846.756548082954,33.35816403382127,133.43265613528507
2025-11-24 18:19:22.696704,116.79139004248144,39.08329165374258,79.01436114630994,25.488313932447774,4564.749452625985,95.66558293265682,143.49837439898522
2025-11-24 18:24:22.696704,132.7234243098353,40.03817440518799,77.0382736111647,26.316571853431007,1823.3506452392726,109.65359722801476,164.48039584202212
2025-11-24 18:29:22.696704,138.5331989999703,36.666537007396855,70.76345689460835,25.87463536147818,3321.751448846297,113.63851224219351,170.45776836329026
2025-11-24 18:34:22.696704,94.4628124799132,33.192117796655715,36.98094486711039,23.41693605852767,2409.740103598534,75.57024998393057,302.2809999357223
2025-11-24 18:39:22.696704,83.49286979793632,38.423625037069385,67.43260413170815,24.02443979933133,4143.066862562555,66.83095553734606,267.3238221493842
2025-11-24 18:44:22.696704,118.95239958937796,31.579503844797873,70.96453695598069,24.073996752534693,4904.798065055854,95.27291480030442,142.90937220045663
2025-11-24 18:49:22.696704,142.376748157026,35.886526842492955,35.28199697000868,25.87237529477963,2950.044365462254,116.70996146779024,175.06494220168534
2025-11-24 18:54:22.696704,83.17390774091096,43.18725868152527,66.77172796114533,24.96440804594149,1696.1946971346335,67.985738261641,271.942953046564
2025-11-24 18:59:22.696704,133.80009787507788,35.04803781255523,62.38580352903636,25.361611477514163,634.8432423705726,109.08249551633355,163.6237432745003
2025-11-24 19:04:22.696704,77.51312942593054,42.98316820964783,58.208743834230354,24.697158818966784,4307.6860416255095,63.056241769194614,252.22496707677848
2025-11-24 19:09:22.696704,133.24435896121747,34.67734291785901,40.16777906858063,25.2652429420205,2538.752020504911,108.49335158200473,162.74002737300708
2025-11-24 19:14:22.696704,77.4779711113577,41.54301957411391,61.488948646110245,24.407722759277092,682.3078438554404,62.59396102800181,250.37584411200726
2025-11-24 19:19:22.696704,115.02694714617581,42.96940709736023,47.170908701143645,26.19495930531908,853.0318861057192,95.31399667491928,142.97099501237892
2025-11-24 19:24:22.696704,114.72490596232879,36.98710661577553,32.270506891136705,24.98641756164826,3094.0900343580256,93.25955111233543,139.88932666850314
2025-11-24 19:29:22.696704,101.1136275885671,24.983955392352453,49.114841017506464,22.041336182013175,981.2565834799095,80.89090207085368,121.33635310628053
2025-11-24 19:34:22.696704,58.6122252488082,36.52652524928257,45.98499004179294,22.64979405980884,4439.884865975488,46.88978019904656,187.55912079618625
2025-11-24 19:39:22.696704,199.75276218107962,33.73199873171161,44.354904862066874,27.73651023358551,2728.7444616272023,165.406975095242,248.11046264286296
2025-11-24 19:44:22.696704,20.965523769171483,43.7096018711492,56.753629453663805,22.580541324996698,2624.1950942177127,30.0,120.0
2025-11-24 19:49:22.696704,188.74399083811085,35.07970687577632,78.45983818906046,27.5657010086797,1093.9908941680087,156.34374418350822,234.51561627526232
2025-11-24 19:54:22.696704,49.292212671302025,31.183250731413395,32.63660386091852,21.20833865313476,4944.963525409079,39.43377013704162,157.73508054816648
2025-11-24 19:59:22.696704,44.51874000859259,44.85599495323184,57.20434612046539,23.75194859099007,1595.5841060996484,35.61499200687407,142.45996802749627
2025-11-24 20:04:22.696704,63.75760552686329,23.72002538767363,53.81181048191254,20.294309298609257,2220.7305078682857,51.006084421490634,204.02433768596254
2025-11-24 20:09:22.696704,66.86465206876703,44.655188275374556,42.96976076961903,24.605623737825596,2480.622726507444,54.40015726175202,217.6006290470081
2025-11-24 20:14:22.696704,99.8157853223418,42.19949026472477,59.59614030586053,25.432529465838627,4581.698223142403,82.00142245663139,123.00213368494708
2025-11-24 20:19:22.696704,27.785664072818847,23.123426300828836,57.36827291384769,18.73611182307852,2579.275319223234,30.0,120.0
2025-11-24 20:24:22.696704,188.30344078370726,30.34861182344413,59.73095792295865,26.601859996037117,1476.261976471693,154.54554262102147,231.8183139315322
